tD,pD,dD,CD,s
59948425.03189397,10.359043262618997,0.4999864160425468,0.01,1.0
77426368.26811247,10.486956679956933,0.49996044952802465,0.01,1.0
100000000.0,10.614865813323405,0.500006648990093,0.01,1.0
129154966.50148827,10.742802870259709,0.5000081935571952,0.01,1.0
166810053.72000557,10.870712793958887,0.5000036651800159,0.01,1.0
215443469.00318778,10.998647533789907,0.5000301450063224,0.01,1.0
278255940.2207126,11.126571006834268,0.49999397144423213,0.01,1.0
359381366.3804626,11.254487237175326,0.4999949926838437,0.01,1.0
464158883.3612773,11.382411232773265,0.49999917764552476,0.01,1.0
599484250.3189397,11.51032960449885,0.4999937725388774,0.01,1.0
774263682.6811246,11.63825083438168,0.5000081247457457,0.01,1.0
1000000000.0,11.76617654992451,0.5000168911839776,0.01,1.0
0.01,0.7923404856513292,0.6588051858632837,0.01,2.0
0.01291549665014884,0.9608910412242144,0.6939894289522227,0.01,2.0
0.016681005372000592,1.1474448664959596,0.7516078367640151,0.01,2.0
0.021544346900318832,1.3454779302709525,0.7771943300294128,0.01,2.0
0.027825594022071243,1.5451239950926752,0.7597536957989093,0.01,2.0
0.03593813663804628,1.7342329378917754,0.6953262391142687,0.01,2.0
0.046415888336127774,1.9009124024153703,0.5918842160976019,0.01,2.0
0.05994842503189409,2.037091554061732,0.47020349530379596,0.01,2.0
0.0774263682681127,2.141508748850974,0.3574969661302668,0.01,2.0
0.1,2.2200175951733208,0.275436148607493,0.01,2.0
0.1291549665014884,2.2824454532632643,0.23067882514513136,0.01,2.0
0.16681005372000582,2.338052622739667,0.21562326393879952,0.01,2.0
0.21544346900318834,2.39277676731842,0.21759826546458153,0.01,2.0
0.2782559402207124,2.4493945165885798,0.2271715233362796,0.01,2.0
0.3593813663804626,2.5090171591377235,0.2399717338488274,0.01,2.0
0.46415888336127775,2.572184591499745,0.25452290324943777,0.01,2.0
0.5994842503189409,2.6392528575483283,0.2702203219395393,0.01,2.0
0.774263682681127,2.7104524326379753,0.28664721019427664,0.01,2.0
1.0,2.7859261004687,0.3034634885367876,0.01,2.0
1.291549665014884,2.8657303226319257,0.32037600662977567,0.01,2.0
1.6681005372000592,2.9498578820284074,0.33713551924954593,0.01,2.0
2.154434690031882,3.0382377050636613,0.3535226527197084,0.01,2.0
2.782559402207123,3.130750324292432,0.3693254552073431,0.01,2.0
3.593813663804626,3.2272162134244766,0.38435140875326973,0.01,2.0
4.6415888336127775,3.327417396351663,0.39845599082449246,0.01,2.0
5.994842503189409,3.4311003966881763,0.411529470527471,0.01,2.0
7.742636826811269,3.5379910906103937,0.42349737280187494,0.01,2.0
10.0,3.647797893918341,0.43432033118661967,0.01,2.0
12.915496650148826,3.7602265395380705,0.444004541830402,0.01,2.0
16.681005372000573,3.874988613749526,0.4525707604923963,0.01,2.0
21.54434690031882,3.991800469901353,0.46007472280721146,0.01,2.0
27.82559402207123,4.1104022133938045,0.4665819649627785,0.01,2.0
35.93813663804626,4.230543731497612,0.47217074795893366,0.01,2.0
46.41588833612777,4.352005174637824,0.4769484153492139,0.01,2.0
59.94842503189409,4.474591356233219,0.48098327898670945,0.01,2.0
77.4263682681127,4.598117380898756,0.4843650736864623,0.01,2.0
100.0,4.722433978063755,0.48720664509067274,0.01,2.0
129.15496650148827,4.847413993830628,0.4895739737251917,0.01,2.0
166.81005372000593,4.972941918912085,0.4915105193551158,0.01,2.0
215.44346900318823,5.098912837145484,0.49310455452493135,0.01,2.0
278.2559402207126,5.225256407031324,0.49442779602097736,0.01,2.0
359.38136638046257,5.351904408852107,0.49549717197071336,0.01,2.0
464.1588833612773,5.478795162986984,0.49636561501137233,0.01,2.0
599.4842503189409,5.605887534585442,0.49707485134213214,0.01,2.0
774.2636826811262,5.733141194720901,0.4976513216522786,0.01,2.0
1000.0,5.86052853786218,0.49812380692816277,0.01,2.0
1291.5496650148827,5.988023961898286,0.4985130822634591,0.01,2.0
1668.100537200059,6.115610491613815,0.4987978321718045,0.01,2.0
2154.4346900318824,6.24325161807085,0.4990267872153877,0.01,2.0
2782.55940220712,6.370955300779784,0.49923116145897173,0.01,2.0
3593.813663804626,6.498701002589414,0.499376230375985,0.01,2.0
4641.588833612773,6.62647891497074,0.49951409137269126,0.01,2.0
5994.8425031894085,6.754295158263908,0.4996216987169262,0.01,2.0
7742.636826811262,6.882128131771175,0.49969053966766563,0.01,2.0
10000.0,7.00997959998589,0.49975286188121754,0.01,2.0
12915.496650148827,7.137844462870909,0.4998016412024562,0.01,2.0
16681.005372000556,7.2657208907607185,0.4998394032305203,0.01,2.0
21544.346900318822,7.393605075930829,0.4998639415440717,0.01,2.0
27825.5940220712,7.521494059721746,0.49991151133433026,0.01,2.0
35938.13663804626,7.649402585667396,0.4999347578641566,0.01,2.0
46415.888336127726,7.777303464372324,0.4999276651252302,0.01,2.0
59948.42503189409,7.9052083610657675,0.49995631422203735,0.01,2.0
77426.36826811262,8.033123899100303,0.4999619445787875,0.01,2.0
100000.0,8.161031676766086,0.4999681486212274,0.01,2.0
129154.96650148826,8.288950389319652,0.4999777332109305,0.01,2.0
166810.05372000558,8.416863071281739,0.49998490389707684,0.01,2.0
215443.46900318822,8.544785452971979,0.4999926506707179,0.01,2.0
278255.94022071204,8.6727020988464,0.4999848165932575,0.01,2.0
359381.36638046254,8.8006204719522,0.4999860195257225,0.01,2.0
464158.8833612772,8.928537733349813,0.4999708104089789,0.01,2.0
599484.2503189408,9.05644832416995,0.5000043794813936,0.01,2.0
774263.6826811262,9.184382762377723,0.5000203761914868,0.01,2.0
1000000.0,9.31230153848368,0.49997079331859046,0.01,2.0
1291549.6650148828,9.440210605850567,0.4999969756233712,0.01,2.0
1668100.5372000558,9.568142779064232,0.5000008345330291,0.01,2.0
2154434.6900318777,9.696053820979529,0.49998302192258876,0.01,2.0
2782559.402207126,9.823976879737359,0.4999941618067881,0.01,2.0
3593813.6638046256,9.951893621770722,0.5000078901285628,0.01,2.0
4641588.833612773,10.079823705112787,0.5000078048848043,0.01,2.0
5994842.503189396,10.207740403528149,0.4999805186875346,0.01,2.0
7742636.826811277,10.335656524916644,0.5000112519339746,0.01,2.0
10000000.0,10.46358894909092,0.5000093481969673,0.01,2.0
12915496.650148828,10.591504096364645,0.49998743087840053,0.01,2.0
16681005.372000556,10.719425305763139,0.5000075950453318,0.01,2.0
21544346.90031878,10.84735077075024,0.5000045995580229,0.01,2.0
27825594.022071257,10.975270447401087,0.5000069653346043,0.01,2.0
35938136.63804626,11.10319712292194,0.500001182012328,0.01,2.0
46415888.33612773,11.231113840330195,0.49998801702574625,0.01,2.0
59948425.03189397,11.359033779517304,0.5000106694595315,0.01,2.0
77426368.26811247,11.486962087849193,0.49999452869440864,0.01,2.0
100000000.0,11.614873768039601,0.4999970461005328,0.01,2.0
129154966.50148827,11.742803364491891,0.5000019153866747,0.01,2.0
166810053.72000557,11.870717536225783,0.4999810950347589,0.01,2.0
215443469.00318778,11.998636479204308,0.500012027993352,0.01,2.0
278255940.2207126,12.126566478886943,0.5000064901985718,0.01,2.0
359381366.3804626,12.254482588255755,0.4999999431446335,0.01,2.0
464158883.3612773,12.382409237905321,0.5000056118040268,0.01,2.0
599484250.3189397,12.51032824784538,0.4999954797270064,0.01,2.0
774263682.6811246,12.638249713057277,0.4999961551395007,0.01,2.0
1000000000.0,12.76616906859617,0.49999203215244575,0.01,2.0
0.01,0.8530576901257163,0.7862623843470121,0.01,3.0
0.01291549665014884,1.0542172507234255,0.8498155153648285,0.01,3.0
0.016681005372000592,1.2878960317866284,0.9716760833088174,0.01,3.0
0.021544346900318832,1.5514098873113635,1.0743427912612709,0.01,3.0
0.027825594022071243,1.8376217419919207,1.138918134279273,0.01,3.0
0.03593813663804628,2.134177869118485,1.14606084210321,0.01,3.0
0.046415888336127774,2.4240445443677103,1.082561440403468,0.01,3.0
0.05994842503189409,2.68810894354586,0.9496233625483108,0.01,3.0
0.0774263682681127,2.909953121826071,0.7686053306452215,0.01,3.0
0.1,3.081393205043515,0.5779096110524802,0.01,3.0
0.1291549665014884,3.205661134161055,0.41829961018690154,0.01,3.0
0.16681005372000582,3.295431082114977,0.3139740078910007,0.01,3.0
0.21544346900318834,3.3663171053071466,0.26384951428364384,0.01,3.0
0.2782559402207124,3.4304390728668075,0.2501306322023039,0.01,3.0
0.3593813663804626,3.49430534197608,0.2540844357642146,0.01,3.0
0.46415888336127775,3.5604504137895816,0.2647654744896199,0.01,3.0
0.5994842503189409,3.629782016353701,0.27812066329301927,0.01,3.0
0.774263682681127,3.702760745645609,0.29291625724796255,0.01,3.0
1.0,3.779663040228094,0.30854949731120546,0.01,3.0
1.291549665014884,3.860641072969962,0.32454931225100503,0.01,3.0
1.6681005372000592,3.945730242079346,0.3405642032860945,0.01,3.0
2.154434690031882,4.034902863568618,0.35633216091514425,0.01,3.0
2.782559402207123,4.1280602691632495,0.3716146756735998,0.01,3.0
3.593813663804626,4.225052733022807,0.3862203215112513,0.01,3.0
4.6415888336127775,4.325683636923955,0.39998496590856963,0.01,3.0
5.994842503189409,4.42971927078343,0.4127703783913607,0.01,3.0
7.742636826811269,4.536892285838057,0.4244960899740773,0.01,3.0
10.0,4.646927797185334,0.4351200747419629,0.01,3.0
12.915496650148826,4.759536952007679,0.4446396224597258,0.01,3.0
16.681005372000573,4.874443478614282,0.4530747863646047,0.01,3.0
21.54434690031882,4.991368785139812,0.46047600131099836,0.01,3.0
27.82559402207123,5.110062406680996,0.46691611206562833,0.01,3.0
35.93813663804626,5.230283024988935,0.47243498961297337,0.01,3.0
46.41588833612777,5.351800576568024,0.47714637673349025,0.01,3.0
59.94842503189409,5.474431943709526,0.4811274037776697,0.01,3.0
77.4263682681127,5.5979865294056665,0.4844818821038335,0.01,3.0
100.0,5.722334334722412,0.4873133568365179,0.01,3.0
129.15496650148827,5.8473377451987005,0.48965232650808793,0.01,3.0
166.81005372000593,5.972882367559606,0.49156143997617224,0.01,3.0
215.44346900318823,6.098862643860883,0.49315313716644965,0.01,3.0
278.2559402207126,6.225221714715765,0.4944722963317433,0.01,3.0
359.38136638046257,6.351876985734663,0.495531049084805,0.01,3.0
464.1588833612773,6.4787778051020695,0.49638588932564137,0.01,3.0
599.4842503189409,6.605870485542177,0.49708550605757656,0.01,3.0
774.2636826811262,6.733129288700198,0.49766367287183194,0.01,3.0
1000.0,6.860517808759809,0.4981373003663769,0.01,3.0
1291.5496650148827,6.988018960275291,0.49850968308544014,0.01,3.0
1668.100537200059,7.1155980232010805,0.49879606720050873,0.01,3.0
2154.4346900318824,7.243245713337501,0.4990331751229886,0.01,3.0
2782.55940220712,7.370946100967231,0.49923739426578767,0.01,3.0
3593.813663804626,7.498698287093411,0.49938692008640256,0.01,3.0
4641.588833612773,7.626475184928822,0.4995191635421486,0.01,3.0
5994.8425031894085,7.754295038123857,0.4996311822328721,0.01,3.0
7742.636826811262,7.8821292543075785,0.4996906910365589,0.01,3.0
10000.0,8.009979557299118,0.49975448489090457,0.01,3.0
12915.496650148827,8.13784641587796,0.4998009105289596,0.01,3.0
16681.005372000556,8.265720474198858,0.4998355691923106,0.01,3.0
21544.346900318822,8.393605067115828,0.49987182284992054,0.01,3.0
27825.5940220712,8.52149767591041,0.49991097185902644,0.01,3.0
35938.13663804626,8.649402300810664,0.49993427929420486,0.01,3.0
46415.888336127726,8.777306835683646,0.4999312840329461,0.01,3.0
59948.42503189409,8.905209927951915,0.49996884690374044,0.01,3.0
77426.36826811262,9.033133683204085,0.4999505082713104,0.01,3.0
100000.0,9.161027391858653,0.499939952360863,0.01,3.0
129154.96650148826,9.288945745803701,0.49998635068416053,0.01,3.0
166810.05372000558,9.416863195811061,0.49999381453545066,0.01,3.0
215443.46900318822,9.54478536890116,0.4999827830203614,0.01,3.0
278255.94022071204,9.672697174241364,0.4999845256109037,0.01,3.0
359381.36638046254,9.800620238989907,0.49999185548472,0.01,3.0
464158.8833612772,9.928535794920819,0.49997540411904734,0.01,3.0
599484.2503189408,10.05645044174284,0.49999259436787574,0.01,3.0
774263.6826811262,10.184374793676128,0.5000078594999315,0.01,3.0
1000000.0,10.31229725144604,0.49998916619795,0.01,3.0
1291549.6650148828,10.440212038286333,0.5000021903612971,0.01,3.0
1668100.5372000558,10.568141160332772,0.5000154896174704,0.01,3.0
2154434.6900318777,10.696062752210622,0.49998432854644914,0.01,3.0
2782559.402207126,10.823975929586481,0.4999948866147188,0.01,3.0
3593813.6638046256,10.95190292387558,0.5000082007360019,0.01,3.0
4641588.833612773,11.079822913895256,0.49997877697042076,0.01,3.0
5994842.503189396,11.207734852467908,0.4999741553595731,0.01,3.0
7742636.826811277,11.335652477675978,0.5000063547466177,0.01,3.0
10000000.0,11.463580892210544,0.5000125930081764,0.01,3.0
12915496.650148828,11.591501709447073,0.5000067440174584,0.01,3.0
16681005.372000556,11.71942713113745,0.5000249540720755,0.01,3.0
21544346.90031878,11.84735726619627,0.5000038221767794,0.01,3.0
27825594.022071257,11.97527187500063,0.4999866034916391,0.01,3.0
35938136.63804626,12.10319319950662,0.5000012517199378,0.01,3.0
46415888.33612773,12.231115303598116,0.5000235541851615,0.01,3.0
59948425.03189397,12.359048039953876,0.49999171034950496,0.01,3.0
77426368.26811247,12.486953850013975,0.49997823308123523,0.01,3.0
100000000.0,12.614879690245957,0.500010672113373,0.01,3.0
129154966.50148827,12.742802098890905,0.4999934619423529,0.01,3.0
166810053.72000557,12.87071913292661,0.4999860658053128,0.01,3.0
215443469.00318778,12.998637757074917,0.500009234517114,0.01,3.0
278255940.2207126,13.126566646206271,0.5000191306483591,0.01,3.0
359381366.3804626,13.254490334062197,0.4999854528259916,0.01,3.0
464158883.3612773,13.382401990737606,0.4999867814856607,0.01,3.0
599484250.3189397,13.510326358449518,0.5000085155525517,0.01,3.0
774263682.6811246,13.638249136133467,0.5000093476255419,0.01,3.0
1000000000.0,13.76617392960513,0.5000132871302034,0.01,3.0
0.01,0.8863656959360755,0.860891298667827,0.01,4.0
0.01291549665014884,1.1066185260472778,0.94335130282349,0.01,4.0
0.016681005372000592,1.3690649509000483,1.1102481888827513,0.01,4.0
0.021544346900318832,1.6747165103239574,1.273047976700173,0.01,4.0
0.027825594022071243,2.020465238414726,1.4122868208821326,0.01,4.0
0.03593813663804628,2.3973633060562136,1.5029148092263758,0.01,4.0
0.046415888336127774,2.7894850685846464,1.5185539091646079,0.01,4.0
0.05994842503189409,3.1743854380896046,1.4398629391938729,0.01,4.0
0.0774263682681127,3.526242166305181,1.2657746229620772,0.01,4.0
0.1,3.822064055405747,1.022132258789313,0.01,4.0
0.1291549665014884,4.04925250011776,0.759231199462288,0.01,4.0
0.16681005372000582,4.2105517091874916,0.533436274699802,0.01,4.0
0.21544346900318834,4.3222041477146576,0.38095498494033897,0.01,4.0
0.2782559402207124,4.405480880170913,0.3035811783000322,0.01,4.0
0.3593813663804626,4.477542257862929,0.27810516484923503,0.01,4.0
0.46415888336127775,4.547783281696802,0.2780474846098784,0.01,4.0
0.5994842503189409,4.619815145242306,0.28732534349479133,0.01,4.0
0.774263682681127,4.694803515645802,0.29985902075320814,0.01,4.0
1.0,4.773248681061446,0.31396004118174153,0.01,4.0
1.291549665014884,4.855452340228219,0.32889347370038846,0.01,4.0
